Time,Open,High,Low,Latest,Change,%Change,Volume
8/23/22,307.6636,310.4844,306.8898,307.644,-0.2546,-0.08%,40325854
8/24/22,307.164,310.357,306.5568,308.5353,0.8913,0.29%,38855635
8/25/22,310.3178,314.0104,309.2676,313.9908,5.4555,1.77%,38897699
8/26/22,313.6969,314.9017,301.0327,301.1209,-12.8699,-4.10%,70496677
8/29/22,298.3588,300.9054,297.0464,298.1531,-2.9678,-0.99%,49335857
8/30/22,299.8084,300.4255,292.3058,294.8328,-3.3203,-1.11%,52258629
8/31/22,297.7417,298.6429,293.011,293.1188,-1.714,-0.58%,51094189
9/1/22,290.6212,293.6183,286.9287,293.2461,0.1273,0.04%,59207662
9/2/22,296.1257,297.5067,287.487,289.1031,-4.143,-1.41%,66023853
9/6/22,289.583,290.5037,284.8914,287.0266,-2.0765,-0.72%,58201681
9/7/22,287.5066,293.824,287.2421,292.8249,5.7983,2.02%,50294059
9/8/22,290.7485,295.6653,289.3773,294.3431,1.5182,0.52%,56817626
9/9/22,296.6056,301.2776,294.344,300.778,6.4349,2.19%,57303013
9/12/22,302.1591,304.686,301.8456,304.353,3.575,1.19%,46869053
9/13/22,295.5968,296.7917,286.7671,287.6633,-16.6897,-5.48%,81231735
9/14/22,288.7994,290.8269,287.0364,289.9454,2.2821,0.79%,56059444
9/15/22,288.0257,290.4351,283.5104,285.1167,-4.8287,-1.67%,66669737
9/16/22,281.8062,283.7651,279.7493,283.3733,-1.7434,-0.61%,81597466
9/19/22,280.7231,285.737,280.6642,285.58,2.2067,0.78%,53621566
9/20/22,283.0681,285.5997,280.9978,283.3036,-2.2764,-0.80%,52253150
9/21/22,284.1474,288.4255,278.0934,278.2308,-5.0728,-1.79%,84519345
9/22/22,276.7001,277.7107,273.575,274.8064,-3.4244,-1.23%,63959041
9/23/22,272.3337,272.6281,266.9077,270.3321,-4.4743,-1.63%,76248109
9/26/22,269.8611,274.2373,268.4187,269.2135,-1.1186,-0.41%,72539907
9/27/22,272.5888,274.9437,266.996,269.3215,0.108,0.04%,71116646
9/28/22,269.3018,275.9642,267.8153,274.6788,5.3573,1.99%,81177756
9/29/22,270.6755,271.0582,263.7874,266.7605,-7.9183,-2.88%,82771505
9/30/22,265.9363,270.0181,262.0802,262.2371,-4.5234,-1.70%,79985564
10/3/22,264.0131,269.9887,262.5021,268.3893,6.1522,2.35%,62440905
10/4/22,273.7467,277.5341,273.7467,276.8277,8.4384,3.14%,67974397
10/5/22,273.05,278.4761,270.2438,276.6805,-0.1472,-0.05%,56834441
10/6/22,275.6796,278.8391,274.1784,274.5022,-2.1783,-0.79%,54513936
10/7/22,269.8513,269.9788,262.7081,264.0426,-10.4596,-3.81%,72721309
10/10/22,264.2388,264.6313,258.6852,261.4031,-2.6395,-1.00%,61549659
10/11/22,259.7253,262.6002,256.1242,257.8119,-3.5912,-1.37%,67796667
10/12/22,258.4497,260.3728,257.0269,257.7236,-0.0883,-0.03%,51548902
10/13/22,250.3645,265.0925,249.4814,263.7678,6.0442,2.35%,115056371
10/14/22,266.1031,266.7016,255.251,255.8397,-7.9281,-3.01%,78723820
10/17/22,261.825,265.1611,261.7269,264.2879,8.4482,3.30%,65813280
10/18/22,271.3329,272.0001,263.6893,266.3778,2.0899,0.79%,71117481
10/19/22,264.8569,268.5365,263.0319,265.4064,-0.9714,-0.36%,54132770
10/20/22,264.5135,269.6747,262.8847,264.0524,-1.354,-0.51%,61766320
10/21/22,262.9436,270.7825,261.8089,270.2438,6.1914,2.34%,79389635
10/24/22,270.5087,274.149,266.8586,273.2168,2.973,1.10%,65188659
10/25/22,274.1588,279.2512,272.6772,278.8686,5.6518,2.07%,60144751
10/26/22,273.2266,278.6429,272.216,272.7066,-6.162,-2.21%,65122096
10/27/22,271.588,273.0495,267.2217,267.7417,-4.9649,-1.82%,58866634
10/28/22,267.1137,276.4038,266.9469,275.9348,8.1931,3.06%,63851307
10/31/22,273.678,274.5022,270.8031,272.7262,-3.2086,-1.16%,48656350
11/1/22,276.2046,276.7688,269.5766,269.9396,-2.7866,-1.02%,46774983
11/2/22,269.9101,272.9813,260.6181,260.6868,-9.2528,-3.43%,81331651
11/3/22,258.067,259.529,255.2117,255.5944,-5.0924,-1.95%,71380403
11/4/22,260.5397,261.5993,254.2108,259.7056,4.1112,1.61%,79813208
11/7/22,260.7555,263.1006,258.6165,262.5609,2.8553,1.10%,48240430
11/8/22,264.0818,267.7221,260.5298,264.4743,1.9134,0.73%,64424488
11/9/22,262.7277,263.5127,258.0866,258.3712,-6.1031,-2.31%,66104463
11/10/22,270.8227,277.7304,268.7033,277.436,19.0648,7.38%,101157752
11/11/22,277.2496,283.2153,275.9053,282.5481,5.1121,1.84%,68244277
11/14/22,280.4875,283.7795,279.0943,280.0755,-2.4726,-0.88%,56134989
11/15/22,286.7182,287.7485,280.5955,283.9512,3.8757,1.38%,75402410
11/16/22,281.9888,284.0433,279.2512,280.0755,-3.8757,-1.36%,49795648
11/17/22,275.6011,280.9378,275.4442,279.4573,-0.6182,-0.22%,56524311
11/18/22,282.4794,282.5775,277.0152,279.4671,0.0098,0.00%,54615033
11/21/22,278.0738,279.2316,275.7582,276.5922,-2.8749,-1.03%,40851256
11/22/22,277.3281,280.7329,275.189,280.5759,3.9837,1.44%,42675438
11/23/22,280.5955,284.0199,280.4189,283.3919,2.816,1.00%,47278454
11/25/22,281.7926,282.499,281.0371,281.5277,-1.8642,-0.66%,15795558
11/28/22,279.5456,281.5669,276.4646,277.3967,-4.131,-1.47%,39621656
11/29/22,277.6224,278.0247,273.9233,275.297,-2.0997,-0.76%,36301039
11/30/22,275.5619,287.9545,274.7083,287.8466,12.5496,4.56%,76149142
12/1/22,288.1704,290.1917,285.4132,288.1998,0.3532,0.12%,52534640
12/2/22,283.1172,287.9349,282.9406,287.0518,-1.148,-0.40%,54609431
12/5/22,284.9226,286.1982,280.7721,282.2341,-4.8177,-1.68%,42276649
12/6/22,282.0771,282.2145,274.9879,276.3861,-5.848,-2.07%,54970716
12/7/22,275.1989,277.2594,273.5407,275.2577,-1.1284,-0.41%,46487899
12/8/22,276.6118,279.4867,274.5317,278.5153,3.2576,1.18%,43410767
12/9/22,277.4949,280.2717,276.2978,276.7394,-1.7759,-0.64%,48777104
12/12/22,276.916,280.2717,275.8759,280.2128,3.4734,1.26%,36416918
12/13/22,291.0748,291.2955,280.5366,283.2251,3.0123,1.08%,82212711
12/14/22,282.6364,285.9333,277.8677,281.1253,-2.0998,-0.74%,66229119
12/15/22,277.0239,277.6911,270.4891,271.6862,-9.4391,-3.36%,61713941
12/16/22,271.0091,272.5496,267.4866,269.0957,-2.5905,-0.95%,69608537
12/19/22,269.3662,269.4548,264.0747,265.314,-3.7817,-1.41%,44906380
12/20/22,264.1436,266.8582,262.56,265.1075,-0.2065,-0.08%,51917974
12/21/22,266.15,270.2613,265.3042,268.9532,3.8457,1.45%,47170306
12/22/22,265.9336,266.0663,258.139,262.3732,-6.58,-2.45%,61286138
12/23/22,261.1044,263.6321,259.1963,262.9633,0.5901,0.22%,40031816
12/27/22,262.3535,262.4617,258.7045,259.2454,-3.7179,-1.41%,38644511
12/28/22,258.8422,261.1044,255.4588,255.8227,-3.4227,-1.32%,47927154
12/29/22,258.6356,263.0076,257.9373,262.0584,6.2357,2.44%,46660836
12/30/22,259.2848,262.0289,257.9767,261.901,-0.1574,-0.06%,38491191
1/3/23,264.2321,265.7123,257.8193,260.1307,-1.7703,-0.68%,43043134
1/4/23,262.2551,263.0518,258.2127,261.3699,1.2392,0.48%,48553257
1/5/23,259.6979,259.8651,256.9636,257.2783,-4.0916,-1.57%,46155733
1/6/23,259.0192,265.5009,256.0587,264.3796,7.1013,2.76%,55573601
1/9/23,266.3762,270.7629,265.4812,266.091,1.7114,0.65%,46330501
1/10/23,265.0583,268.4516,264.5468,268.3433,2.2523,0.85%,35837041
1/11/23,269.4154,273.0939,268.6286,272.9857,4.6424,1.73%,44813962
1/12/23,273.5463,275.4938,269.2384,274.461,1.4753,0.54%,61613131
1/13/23,271.953,276.5944,271.6186,276.3495,1.8885,0.69%,45551995
1/17/23,276.1528,278.1986,274.9833,276.9101,0.5606,0.20%,36876127
1/18/23,278.4543,280.0083,273.1038,273.3103,-3.5998,-1.30%,48552948
1/19/23,271.6776,272.8136,269.3859,270.6252,-2.6851,-0.98%,44888582
1/20/23,272.2382,278.3658,271.176,278.0314,7.4062,2.74%,61627038
1/23/23,278.8772,285.4375,278.0805,284.2081,6.1767,2.22%,53682700
1/24/23,282.5852,284.7884,282.0639,283.6278,-0.5803,-0.20%,45625399
1/25/23,279.1034,283.6179,276.556,282.9983,-0.6295,-0.22%,51722577
1/26/23,286.4309,288.6931,283.7744,288.5161,5.5178,1.95%,52458971
1/27/23,287.1981,293.3551,287.0801,291.388,2.8719,1.00%,57385608
1/30/23,288.1128,289.539,285.1228,285.4965,-5.8915,-2.02%,50231863
1/31/23,285.5359,289.8734,285.4277,289.775,4.2785,1.50%,47486002
2/1/23,289.5685,298.4401,287.4931,295.9714,6.1964,2.14%,68691726
2/2/23,302.5121,308.5216,301.6859,306.5938,10.6224,3.59%,84459521
2/3/23,299.9253,307.2528,299.5319,301.1449,-5.4489,-1.78%,77444363
2/6/23,298.5188,300.8793,297.25,298.5975,-2.5474,-0.85%,41484507
2/7/23,298.4696,305.9151,297.3484,304.7841,6.1866,2.07%,68713893
2/8/23,303.4661,304.4103,298.6762,299.3647,-5.4194,-1.78%,57669158
2/9/23,303.7612,303.9087,295.2633,296.7189,-2.6458,-0.88%,49959375
2/10/23,294.5551,296.6107,292.3618,294.7715,-1.9474,-0.66%,50886924
2/13/23,296.178,300.0827,294.9977,299.4925,4.721,1.60%,40299424
2/14/23,297.909,302.6596,295.9616,301.7055,2.213,0.74%,65150395
2/15/23,299.8859,304.1841,299.1975,304.0169,2.3114,0.77%,44153394
2/16/23,299.3745,303.3579,298.1647,298.3123,-5.7046,-1.88%,60493403
2/17/23,296.1189,296.9648,293.1978,296.2075,-2.1048,-0.71%,59204302
2/21/23,292.3716,293.8174,289.057,289.1947,-7.0128,-2.37%,47304620
2/22/23,289.775,291.4863,287.7489,289.4111,0.2164,0.07%,52248416
2/23/23,293.0699,293.2273,287.739,291.9388,2.5277,0.87%,70452994
2/24/23,286.962,288.1521,285.2802,287.0506,-4.8882,-1.67%,75574709
2/27/23,290.2176,291.6142,288.5161,289.1062,2.0556,0.72%,49814186
2/28/23,288.4767,291.2543,288.1423,288.7324,-0.3738,-0.13%,49049725
3/1/23,288.4374,289.0964,285.4277,286.4113,-2.3211,-0.80%,59261443
3/2/23,283.913,289.5881,283.6278,288.7816,2.3703,0.83%,54637003
3/3/23,290.5324,294.9879,290.0209,294.7518,5.9702,2.07%,61523239
3/6/23,295.9911,299.0007,294.8895,295.0862,0.3344,0.11%,57684816
3/7/23,295.1354,296.0599,290.8569,291.4667,-3.6195,-1.23%,67058469
3/8/23,291.8896,293.5224,290.0307,292.9224,1.4557,0.50%,51726840
3/9/23,293.424,296.0304,287.0308,287.8472,-5.0752,-1.73%,72651353
3/10/23,288.0144,289.5094,282.6541,283.8048,-4.0424,-1.40%,100451037
3/13/23,282.0148,289.6275,280.5001,285.9096,2.1048,0.74%,98747502
3/14/23,289.4701,293.0306,288.6242,292.4798,6.5702,2.30%,74833116
3/15/23,289.8635,294.3485,288.4177,294.0141,1.5343,0.52%,85029815
3/16/23,293.0994,302.1285,292.3027,301.7645,7.7504,2.64%,100204671
3/17/23,301.676,304.0661,298.3811,300.3384,-1.4261,-0.47%,91427195
3/20/23,299.7198,301.7293,297.5033,301.4042,1.0658,0.35%,57213153
3/21/23,303.3449,306.1622,301.8229,305.709,4.3048,1.43%,50510735
3/22/23,305.6401,310.5458,301.3846,301.552,-4.157,-1.36%,76940020
3/23/23,305.2953,309.4622,302.4288,305.1279,3.5759,1.19%,75705583
3/24/23,304.7043,306.3493,302.3696,306.2508,1.1229,0.37%,58112981
3/27/23,306.9502,308.0338,303.2956,304.1526,-2.0982,-0.69%,51049172
3/28/23,303.5714,303.601,300.2261,302.5371,-1.6155,-0.53%,49321887
3/29/23,306.241,308.6741,305.4234,308.0535,5.5164,1.82%,54081215
3/30/23,310.5359,311.5998,308.141,310.9693,2.9158,0.95%,59238782
3/31/23,311.1959,316.3775,310.8905,316.141,5.1717,1.66%,63079284
4/3/23,314.0132,315.6386,312.6835,315.3726,-0.7684,-0.24%,47840697
4/4/23,315.8159,316.8306,313.0824,314.3088,-1.0638,-0.34%,46570224
4/5/23,313.3533,314.2989,309.3834,311.2058,-3.103,-0.99%,63746942
4/6/23,309.5508,313.7965,308.1521,313.304,2.0982,0.67%,47627101
4/10/23,310.3685,313.1759,308.5756,313.1267,-0.1773,-0.06%,45818407
4/11/23,313.0873,313.1464,310.6049,311.1171,-2.0096,-0.64%,40721149
4/12/23,313.0774,313.6685,307.9008,308.3688,-2.7483,-0.88%,63764800
4/13/23,310.132,314.8801,308.95,314.4073,6.0385,1.96%,55441006
4/14/23,312.8508,315.5795,310.9004,313.8162,-0.5911,-0.19%,57130724
4/17/23,313.4025,314.4367,311.324,314.0822,0.266,0.08%,43658477
4/18/23,316.2001,316.6237,312.9001,314.1019,0.0197,0.01%,47455032
4/19/23,311.6885,315.018,311.5604,313.9541,-0.1478,-0.05%,39550280
4/20/23,310.9792,314.5058,310.2699,311.5604,-2.3937,-0.76%,63408296
4/21/23,311.1959,312.6637,309.4129,311.8854,0.325,0.10%,59895994
4/24/23,311.6589,312.9977,309.0583,311.2353,-0.6501,-0.21%,44710183
4/25/23,309.6001,310.2699,305.2658,305.3642,-5.8711,-1.89%,57986905
4/26/23,308.7628,310.2355,306.6941,307.2162,1.852,0.61%,56239723
4/27/23,310.9891,316.072,310.3487,315.5697,8.3535,2.72%,66421452
4/28/23,315.3332,317.8353,314.2004,317.7467,2.177,0.69%,60617136
5/1/23,317.2837,318.8007,316.2986,317.3822,-0.3645,-0.11%,41634580
5/2/23,317.3132,317.6383,312.8705,314.6141,-2.7681,-0.87%,57375578
5/3/23,314.9786,317.658,312.447,312.5553,-2.0588,-0.65%,60789113
5/4/23,312.3287,313.4813,310.4128,311.4521,-1.1032,-0.35%,50985310
5/5/23,313.7177,318.9288,311.493,318.0718,6.6197,2.13%,52590869
5/8/23,317.6088,319.2046,316.5203,318.8598,0.788,0.25%,37018095
5/9/23,317.1951,318.0619,316.5252,316.8404,-2.0194,-0.63%,32250045
5/10/23,319.2834,321.1452,316.801,320.2882,3.4478,1.09%,61362257
5/11/23,320.8399,321.8742,319.2834,321.3324,1.0442,0.33%,44949239
5/12/23,321.8643,322.2879,318.121,320.1798,-1.1526,-0.36%,49166475
5/15/23,320.6527,322.15,319.1258,321.9136,1.7338,0.54%,33881077
5/16/23,321.1945,323.9945,321.155,322.2781,0.3645,0.11%,40625313
5/17/23,323.3419,326.7601,322.1598,326.1789,3.9008,1.21%,48205439
5/18/23,326.573,332.4539,326.5533,332.2372,6.0583,1.86%,65186110
5/19/23,332.4539,333.1582,330.4246,331.4885,-0.7487,-0.23%,62487359
5/22/23,331.2324,333.6163,331.2225,332.6017,1.1132,0.34%,43667509
5/23/23,330.8778,332.0303,328.0309,328.3855,-4.2162,-1.27%,48947001
5/24/23,326.4252,327.9373,324.6422,326.701,-1.6845,-0.51%,63843802
5/25/23,334.0793,335.9214,331.6412,334.6506,7.9496,2.43%,67875560
5/26/23,335.6751,344.0335,335.5766,343.2011,8.5505,2.56%,63961339
5/30/23,347.4468,348.6486,343.3291,344.7575,1.5564,0.45%,73752657
5/31/23,343.1716,345.3683,341.3393,342.7972,-1.9603,-0.57%,66091529
6/1/23,342.5411,348.0871,341.4871,346.7572,3.96,1.16%,51253420
6/2/23,348.5205,350.5202,346.7572,349.3578,2.6006,0.75%,54180600
6/5/23,349.1411,352.1604,348.5698,349.6041,0.2463,0.07%,47982200
6/6/23,348.9934,350.5104,347.6635,349.545,-0.0591,-0.02%,42017392
6/7/23,349.8307,351.791,342.9844,343.6149,-5.9301,-1.70%,70274543
6/8/23,343.9104,348.3432,343.6838,347.8802,4.2653,1.24%,47868203
6/9/23,349.3381,352.3229,347.762,349.2101,1.3299,0.38%,54002735
6/12/23,350.8749,355.2092,349.8996,355.1107,5.9006,1.69%,45496507
6/13/23,357.8689,358.6766,354.6575,357.8394,2.7287,0.77%,57962728
6/14/23,357.8492,360.7256,355.0417,360.44,2.6006,0.73%,70578781
6/15/23,359.1692,366.2224,358.5486,364.7349,4.2949,1.19%,72216430
6/16/23,367.1582,367.2863,361.9964,362.4396,-2.2953,-0.63%,82157894
6/20/23,360.9837,363.3215,358.9515,361.9208,-0.5188,-0.14%,49881641
6/21/23,360.7765,361.2106,356.0614,356.9886,-4.9322,-1.36%,54112569
6/22/23,355.7359,361.3585,355.3314,361.2007,4.2121,1.18%,48257906
6/23/23,357.2944,359.9282,355.9259,357.6199,-3.5808,-0.99%,49595979
6/26/23,357.0873,359.8887,352.7371,352.8259,-4.794,-1.34%,53410235
6/27/23,354.3746,359.6224,353.6447,358.8924,6.0665,1.72%,50108020
6/28/23,357.0675,361.5459,356.9924,359.5928,0.7004,0.20%,47137710
6/29/23,359.2969,359.9381,357.2254,358.8727,-0.7201,-0.20%,46785831
6/30/23,362.562,365.462,362.2463,364.4066,5.5339,1.54%,59520256
7/3/23,365.0478,365.8961,363.9627,365.2648,0.8582,0.24%,19700151
7/5/23,363.6964,366.9614,363.6569,365.2549,-0.0099,0.00%,34934902
7/6/23,361.5361,362.9171,359.5731,362.4732,-2.7817,-0.76%,50053977
7/7/23,362.2463,365.4522,361.0429,361.2697,-1.2035,-0.33%,47782156
7/10/23,360.9935,362.0687,358.4782,361.3881,0.1184,0.03%,49166036
7/11/23,361.8123,363.6293,359.6717,363.1736,1.7855,0.49%,38739834
7/12/23,367.2869,369.1119,365.2746,367.7604,4.5868,1.26%,62552508
7/13/23,370.9466,374.8331,370.3646,374.0045,6.2441,1.70%,47606070
7/14/23,374.4287,377.6642,373.0477,373.9256,-0.0789,-0.02%,55907224
7/17/23,374.6457,378.2955,374.1624,377.4176,3.492,0.93%,41431161
7/18/23,376.7764,381.8762,374.843,380.5051,3.0875,0.82%,56104803
7/19/23,381.5704,382.7147,379.0846,380.4163,-0.0888,-0.02%,54837099
7/20/23,377.4176,378.8824,370.6211,371.647,-8.7693,-2.31%,72931353
7/21/23,374.0341,374.7641,370.0993,370.5323,-1.1147,-0.30%,61331940
7/24/23,371.5089,372.4558,369.2598,371.1242,0.5919,0.16%,40935533
7/25/23,371.8344,375.3066,371.8146,373.6396,2.5154,0.68%,39429395
7/26/23,372.5939,374.0933,370.0884,372.3966,-1.243,-0.33%,47723360
7/27/23,377.8714,379.4891,370.2167,371.5089,-0.8877,-0.24%,64819866
7/28/23,375.5729,379.3016,375.06,378.2758,6.7669,1.82%,57685755
7/31/23,378.5816,379.6568,377.1512,378.4731,0.1973,0.05%,44625507
8/1/23,377.1217,378.3547,375.5236,377.5951,-0.878,-0.23%,41876717
8/2/23,374.113,374.113,368.0662,369.3092,-8.2859,-2.19%,73687105
8/3/23,366.8924,370.848,366.7247,368.7173,-0.5919,-0.16%,48513679
8/4/23,370.6507,372.9688,366.488,366.991,-1.7263,-0.47%,62551595
8/7/23,368.8061,370.1969,366.4682,370.0983,3.1073,0.85%,37742605
8/8/23,367.5829,367.6026,363.8147,366.9516,-3.1467,-0.85%,45341729
8/9/23,367.2377,367.3955,362.1575,362.9171,-4.0345,-1.10%,51854618
8/10/23,365.9356,369.2795,362.054,363.5878,0.6707,0.18%,73026250
8/11/23,361.0231,363.0058,359.7408,361.2697,-2.3181,-0.64%,49377201
8/14/23,360.4707,365.4423,359.7507,365.324,4.0543,1.12%,42710419
8/15/23,364.3474,365.1454,360.7765,361.4473,-3.8767,-1.06%,46166327
8/16/23,360.9048,362.4436,357.5213,357.6199,-3.8274,-1.06%,53922287
8/17/23,359.0207,359.3659,353.2994,353.7137,-3.9062,-1.09%,63465586
8/18/23,350.4388,354.5324,349.8962,353.2698,-0.4439,-0.13%,62033152
8/21/23,354.7396,359.6421,354.276,358.9615,5.6917,1.61%,51393969
8/22/23,361.5755,361.5854,357.758,358.4486,-0.5129,-0.14%,45227274
8/23/23,359.6322,365.1957,359.4152,364.1008,5.6522,1.58%,52482846
8/24/23,367.5829,367.6815,356.1107,356.3179,-7.7829,-2.14%,67761995
8/25/23,357.1563,360.7765,353.7137,359.0798,2.7619,0.78%,70922909
8/28/23,362.0096,362.7198,359.3067,361.7827,2.7029,0.75%,41472826
8/29/23,361.5854,370.0391,361.2608,369.684,7.9013,2.18%,59297020
8/30/23,369.7925,372.3243,368.7863,371.7456,2.0616,0.56%,42305629
8/31/23,371.8245,374.5658,371.7555,372.8603,1.1147,0.30%,36222273
9/1/23,375.2376,375.6617,370.9763,372.4657,-0.3946,-0.11%,40348675
9/5/23,371.6568,374.1617,370.7296,372.9392,0.4735,0.13%,32789181
9/6/23,372.1599,372.5052,367.6421,369.6544,-3.2848,-0.88%,43590263
9/7/23,365.1859,367.7901,364.1402,367.0108,-2.6436,-0.72%,52776929
9/8/23,366.9614,369.7629,366.557,367.5237,0.5129,0.14%,36340476
9/11/23,370.5619,372.367,368.589,371.8541,4.3304,1.18%,40486041
9/12/23,370.1772,371.8361,367.4448,367.7308,-4.1233,-1.11%,41960453
9/13/23,367.9676,370.7395,366.8332,369.1316,1.4008,0.38%,46937590
9/14/23,370.8874,373.1365,368.8159,372.15,3.0184,0.82%,48700219
9/15/23,370.8085,371.213,364.8406,365.7777,-6.3723,-1.71%,70771647
9/18/23,364.8353,367.2753,364.5488,366.159,0.3813,0.10%,37357135
9/19/23,364.8353,366.1813,362.3459,365.3786,-0.7804,-0.21%,38084162
9/20/23,366.4455,366.8011,360.0343,360.1134,-5.2652,-1.44%,46073570
9/21/23,356.4187,357.2091,353.3465,353.5144,-6.599,-1.83%,70592013
9/22/23,355.263,357.4066,353.2478,353.5639,0.0495,0.01%,52223753
9/25/23,352.5957,355.3321,351.6079,355.2432,1.6793,0.47%,39649367
9/26/23,352.655,353.1984,348.921,349.9088,-5.3344,-1.50%,54317275
9/27/23,351.0646,352.6452,347.0934,350.7287,0.8199,0.23%,56755088
9/28/23,349.81,355.7964,348.9506,353.6627,2.934,0.84%,57147237
9/29/23,357.1498,358.5427,352.6847,353.9195,0.2568,0.07%,65626503
10/2/23,354.1862,358.2759,353.5737,356.8732,2.9537,0.83%,52259593
10/3/23,354.4233,356.6262,348.9852,350.6102,-6.263,-1.75%,61221818
10/4/23,351.4498,356.2311,350.9855,355.3815,4.7713,1.36%,55460058
10/5/23,355.3716,355.7767,350.8275,354.3344,-1.0471,-0.29%,46461483
10/6/23,351.3313,361.4667,350.541,360.2714,5.937,1.68%,75971643
10/9/23,357.9006,362.6521,356.399,362.1088,1.8374,0.51%,45861606
10/10/23,362.4447,366.7715,361.9409,364.1142,2.0054,0.55%,47546153
10/11/23,365.4478,366.9019,363.719,366.7122,2.598,0.71%,38684758
10/12/23,367.216,369.2016,363.0374,365.4379,-1.2743,-0.35%,50197450
10/13/23,366.0701,366.653,359.4416,360.8444,-4.5935,-1.26%,53165391
10/16/23,362.1681,365.9812,362.0199,364.9242,4.0798,1.13%,44744337
10/17/23,361.3679,365.4281,359.244,363.7289,-1.1953,-0.33%,51625998
10/18/23,361.2297,363.4424,357.6239,358.9576,-4.7713,-1.31%,54947624
10/19/23,360.3801,361.5754,354.7987,355.5989,-3.3587,-0.94%,73162611
10/20/23,355.095,355.668,350.0668,350.294,-5.3049,-1.49%,73451639
10/23/23,348.9703,354.8975,346.8562,351.3511,1.0571,0.30%,61410813
10/24/23,353.1687,355.5396,351.4696,354.7691,3.418,0.97%,47660743
10/25/23,352.3686,352.5464,345.5029,346.0858,-8.6833,-2.45%,72065594
10/26/23,344.8806,345.8191,338.1928,339.4869,-6.5989,-1.91%,79587842
10/27/23,342.2232,344.604,339.9018,341.1169,1.63,0.48%,64256971
10/30/23,343.6062,346.2834,342.243,344.9596,3.8427,1.13%,55978259
10/31/23,344.9893,346.9847,342.411,346.6094,1.6498,0.48%,48257893
11/1/23,347.449,353.1883,347.3502,352.6254,6.016,1.74%,59717760
11/2/23,357.1498,359.2638,355.9248,359.0267,6.4013,1.82%,58877354
11/3/23,360.3208,364.539,360.0936,363.2449,4.2182,1.17%,53935334
11/6/23,364.0154,365.2897,362.4546,364.7266,1.4817,0.41%,39326246
11/7/23,365.7738,369.0436,364.5637,368.1743,3.4477,0.95%,51401470
11/8/23,368.5496,369.2511,366.1195,368.4114,0.2371,0.06%,36101680
11/9/23,369.1029,370.2488,365.0823,365.5762,-2.8352,-0.77%,54521460
11/10/23,367.3049,373.9434,366.7715,373.7952,8.219,2.25%,59085882
11/13/23,372.2146,373.6865,370.6834,372.6295,-1.1657,-0.31%,41234211
11/14/23,379.0505,381.5696,378.527,380.6509,8.0214,2.15%,68625929
11/15/23,382.5476,383.0415,379.5692,380.9374,0.2865,0.08%,54806818
11/16/23,380.1669,381.5005,378.9024,381.2634,0.326,0.09%,45900875
11/17/23,380.5324,382.3698,379.6235,381.3523,0.0889,0.02%,47195802
11/20/23,381.3621,386.6571,381.3621,385.9952,4.6429,1.22%,45084059
11/21/23,384.2862,384.5036,382.0043,383.7528,-2.2424,-0.58%,43869608
11/22/23,385.8273,388.2969,384.3159,385.3235,1.5707,0.41%,44721554
11/24/23,384.9184,385.5112,383.7824,384.7802,-0.5433,-0.14%,15912019
11/27/23,384.2862,386.4001,383.5651,384.4443,-0.3359,-0.09%,34559253
11/28/23,383.6935,386.0347,383.3378,385.4519,1.0076,0.26%,35927265
11/29/23,387.9215,389.3539,384.7307,385.0765,-0.3754,-0.10%,39288785
11/30/23,385.3432,385.8075,381.135,384.1084,-0.9681,-0.25%,53483755
12/1/23,383.0415,385.7977,381.3845,385.2049,1.0965,0.29%,40987721
12/4/23,381.4017,381.9005,378.0133,381.6289,-3.576,-0.93%,51816104
12/5/23,379.7223,383.7824,379.5445,382.5871,0.9582,0.25%,43460649
12/6/23,385.5309,385.6297,380.0285,380.3743,-2.2128,-0.58%,42510205
12/7/23,383.3576,386.5188,382.2611,385.6889,5.3146,1.40%,50203127
12/8/23,383.9504,387.8524,383.7627,387.4078,1.7189,0.45%,47261405
12/11/23,386.983,390.9839,386.7756,390.7171,3.3093,0.85%,41704425
12/12/23,390.7567,393.9475,389.6206,393.8289,3.1118,0.80%,39703223
12/13/23,394.7674,399.4498,393.9967,398.8373,5.0084,1.27%,56089200
12/14/23,400.0623,401.3663,395.4786,398.4916,-0.3457,-0.09%,56129384
12/15/23,399.272,401.6032,398.6694,400.4179,1.9263,0.48%,63669748
12/18/23,400.8119,403.8407,400.4852,402.94,2.5221,0.63%,47088792
12/19/23,403.3953,405.1176,403.2023,404.9989,2.0589,0.51%,36078715
12/20/23,404.1971,406.2955,398.8025,398.9807,-6.0182,-1.49%,54597653
12/21/23,402.9202,403.9892,400.3565,403.623,4.6423,1.16%,46037092
12/22/23,404.8405,405.8006,402.3448,404.2268,0.6038,0.15%,34666556
12/26/23,405.0879,407.3745,404.989,406.7014,2.4746,0.61%,22955959
12/27/23,406.9846,407.814,406.123,407.5293,0.8279,0.20%,32291997
12/28/23,408.688,408.9356,406.9747,407.3312,-0.1981,-0.05%,27292454
12/29/23,407.3114,407.668,403.6471,405.5684,-1.7628,-0.43%,43077770
1/2/24,401.9239,402.1715,396.3779,398.7053,-6.8631,-1.69%,58592271
1/3/24,396.0709,397.1306,394.0506,394.4863,-4.219,-1.06%,47460775
1/4/24,392.6146,395.7342,392.2383,392.4562,-2.0301,-0.51%,39816902
1/5/24,392.6245,395.7045,391.5252,392.9216,0.4654,0.12%,45360502
